非此即彼,以偏概全,心理过滤,否定正面思考,读心术,先知错误,放大,情绪化推理,应该句式,乱贴标签,罪责归己,罪责归他,内容
0,0,0,0,0,1,0,0,0,0,0,0,这个世界上好像没有真正爱我的人
0,0,0,0,1,0,0,0,0,0,0,0,工作被领导针对，同事还在背后说坏话告状。今天一气之下走人了，没拿工资，这个月还要交房租，没有钱，很快连住的地方也没有了。父母也好多年没联系了，一直一直一个人，努力支撑着活下去，太累了
0,0,0,0,0,1,0,0,1,1,0,0,我也在等这样的人出现，但是又觉得如此不堪的我，应该不会有人接近。
0,0,0,0,0,0,0,0,0,1,0,0,很多个难熬的夜晚，今晚称最，原谅我今晚的怯懦，我想要喊救命。
0,0,0,0,0,0,0,0,0,1,0,0,感觉自己就像一个feiwu可还行
0,0,1,0,0,0,1,0,0,0,0,0,2018年我知道我挽不回他 然后自己去了另一个城市 去看了很多风景 我以为我还是可以很快乐 但夜晚来临之时 我还是一个劲哭 哭几个小时 然后吃错东西就直接食物中毒进医院了 
1,0,0,0,0,0,0,0,0,1,0,0,成熟的人是不会有情绪的，有情绪的人都是傻子
0,0,0,0,0,1,0,0,0,0,0,0,被莫名其妙的情绪耗费掉太多精力了，真的太累了，做人太难了，看着爱自己，自己爱的都过的不好，才明白善有恶报，恶有善报。
0,0,0,0,0,0,0,0,0,1,0,0,饭饭，我有些熬不住了。我受不了自己明明很悲伤却要笑着面对生活的样子。我讨厌别人否定我的努力，我讨厌他们伤害了我却又当作什么事都没有发生的样子。我要人格分裂了。两个都是我，但一个是假笑的玖娘，一个是阴暗至极的玖娘
0,0,0,0,0,1,0,0,0,0,0,0,心情很糟糕，怀疑男朋友身心出轨，想分手，但经济还没独立，烦
0,0,0,0,0,0,0,0,0,1,0,0,知道自己很不好很不好，但是，但是呀，每次说想死的时候，眼泪就会很急迫地涌出来。我是希望这是留恋啦，就当是——一个并不幸运的小胖子，对这个很好看很好看的世界的，所能做到的，最深情吧。有一点点想变幸福，我不贪的，说一点点就一点点。悄悄告诉你哦，我买了一个小泡泡机！
0,0,1,0,0,0,1,0,0,0,0,0,你好，抱歉在极其奔溃的时候上网查一些东西知道了你。抱歉借你的地方给我发泄一下。最近好像很多事情都不顺利呢。一点都不和善的家庭，不停歇的工作，和并没有你想的那么好的朋友。一次性同时，感觉自己很崩溃。想离开这个世界，但真的很害怕亲人奔溃。因为啊 我梦过自己的亲人离开就已经无法再想了。
0,0,0,0,0,0,0,0,0,1,0,0,你知道我有多么讨厌我自己吗 虚伪的人际 让我觉得自己是个扮演着恶心角色 却抽离不出来 还要陪这世界一起笑
0,0,0,0,0,1,0,0,0,0,0,0,我突然间觉得我没有一个朋友，因为我心里的那些话，我一个朋友不敢说，好像我说了，他们也不会真正理解我的处境。
0,1,1,0,0,0,0,0,0,0,0,0,没什么，只是在绝望的深渊继续挣扎着，但我挣扎的好累啊，明明他一直在陪着我，可我为什么始终都逃离不了绝望的深渊
0,0,1,0,0,0,0,0,0,0,0,0,饭，我突然发现，不管再亲近的人，不是抑郁症就永远不会理解发作时绝望的心情，那种找不到活下去的理由，整个世界一片灰暗的感觉真的很不好，从他知道我有抑郁症开始就一直在陪着我，可他不会理解那种心情，他说让我别胡思乱想，想点开心的，如果不是胡思乱想怎么会有抑郁症，所以我不知道该怎么诉说
0,0,1,0,0,0,0,0,0,0,0,0,一直以为自己又开朗又坚强，慢慢的骗过了身边的所有人，包括亲人都开始不在意我的心理状态，经常会说出些很伤人的话。最近的我，越来越常想自杀，要是有饭饭的勇气就好了，这样就不会度过每一个黯淡无光的明天
0,0,0,0,0,0,0,0,0,1,0,0,我也很自卑，是真的真的自卑，多希望不要有优秀的人出现在我的世界里
0,0,0,0,0,0,0,1,0,0,0,0,总想依靠一份感情来拯救自己，最后发现，折磨了别人，更痛苦了自己，也许我就是不配得到爱
0,0,0,0,0,0,0,0,1,0,0,0,还是想说一句 如果你根本没有那么大的决心 就别去碰那些孤独且一个人孤独的姑娘&nbsp;&nbsp;因为你的一时兴起 想做一个伟大的救世主 而把她推向更深的深渊 那样你真的该死
0,0,1,0,0,0,0,0,0,0,0,0,我一心情不好就喜欢玩游戏，什么都可以放弃，唯独游戏。结束游戏后，整个世界又麻木空虚，大概是孤独久了
0,1,0,0,0,0,0,0,0,0,0,0,很想有个人能拉我一把，带我逃离现在的黑暗深渊。可是，不能的，不能让别人沾染到这种不好的情绪。不过也没遇到。我一直一直把自己当做能救自己的唯一，可是自我拯救的过程好难。长这么大，居然没有一个可以放心依靠的人。再好的朋友，也不想让她们沾染到我内心的阴暗。不怕孤独，只怕流浪无期的孤苦。
0,0,0,0,0,0,0,0,0,0,1,0,一瞬间发现一直都是自己自作多情，从来自己都是一个人，你在期待什么，你就是错的，因为全世界都说你是错的，而你没有顾森西来告诉你，你是对的，果然没有绝对的感同身受，你永远不知道你会给别人带来什么伤害，你永远不知道那样的你有多么可恶
0,1,0,0,0,0,0,0,0,0,1,0,父母，同学，同事，，好像从没有遇到过对的人，都是自己的问题吧，学会知足一点不好吗，为什么这么贪心
0,0,0,0,0,0,0,0,0,1,0,0,自卑的种子已经在我心中长成参天大树了
0,0,0,0,0,0,0,0,0,1,0,0,其实我真的很自卑啦
0,0,0,0,0,0,0,0,0,0,1,0,真的很难过，给你们带来困扰，我很抱歉
0,0,1,0,0,0,0,0,0,0,0,0,我想自杀，没人知道，我没有爸爸了，我根本就走不出来，每次还要很开心地当姐姐，我工作还做不好，给不了家里什么，妈妈的担子很重，我不想背负很重家里的包袱，我想做自己喜欢的事情，陌生的城市我一个人都不认识呐，我还怕黑，每天都开灯睡觉，难过的时候没次都要躲一个小角落里自己抱自己，[伤心]
0,0,0,0,0,0,0,0,0,1,0,0,被困在没有生命的世界里，日夜沉沦，逃不开，躲不掉。我感觉到女朋友介意了，我是个有问题的人，我承认得很坦然，但是内心的痛苦有谁能懂。承认了反而轻松，我就是个有问题的人，爱我的人，我会更爱你，不爱的人走了，我会痛苦，会崩溃，但是你永远也没有机会，知道我曾经有多爱你了。也许你根本不在乎
0,0,0,0,0,0,0,0,0,1,0,0,[吐]对自己厌恶至极，为什么那么自私愚蠢脑袋又不好使
0,0,0,0,0,1,0,0,0,0,0,0,活着好累，感觉在哪，自己都像是多余的，多一个不多，少一个也不算少。
0,0,0,0,0,1,0,0,0,0,0,0,生活不会好起来的
0,0,0,0,0,0,0,0,0,0,0,1,她怎么可以如此伤害我啊 我做错了什么 每天被嘲讽贬低谩骂 你本地人就如此高贵吗 为什么别的寝室都好好的 我却 说话都被打断制止
0,0,0,0,0,0,0,0,0,1,0,0,不想出去，讨厌虚伪的人类，可是不出去就没有钱啊
0,0,1,0,0,1,0,0,0,0,1,0,受不了了我太崩溃 我又到处砸东西了 我已经很努力在控制自己的情绪了 可是我真的好难受啊 我真的好讨厌我自己 我超级努力想要生活变得好一点 可是似乎没有任何意义
0,1,0,0,0,0,0,0,0,0,0,0,我从不渴望救赎，因为根本不会有人救赎我。从小到大我所有的委屈都是我一个人扛下来。谁对谁错根本不重要，重要的是从来都没有人站在我的身边明确的说，你做的很好，做的很棒，剩下的交给我吧。根本没有！
0,0,0,0,0,0,0,0,0,1,0,0,每次听老师说什么责任担当之类的话，就感觉自己很没用。每天都只是为了活着而活着，还讲什么以后。
0,0,1,0,0,1,0,0,0,0,0,0,你全身而退，我满盘皆输。高健，你赢了呀，可我怎么办呢？我活着真的一点意义都没有了。
0,0,0,0,0,0,0,0,0,1,0,0,可是谁又能来到我这个一事无成，一身负能量，坏脾气，长得黑瘦还丑的人身边呢？
0,0,0,0,0,0,0,0,0,0,1,0,总会试着去寻找是不是这个世界错了，寻找不是自己的问题。可是找来找去终究是自己不行啊。比赛自己学识不够，拖后腿。打游戏自己能力不够，被喷。说话谈吐也感觉自己读书不够，肤浅。肤浅到和游戏里的人都能对骂起来。
0,0,0,0,0,0,0,0,0,0,1,0,我现在真的太怕回应别人的喜欢了，就感觉好像一直在辜负他们，辜负任何人，我记得大学毕业的时候，我是想去外面的，可是我也不知道为什么就留在了县城，我把自己的生活过的一点都不像以前想的，然后在这样的生活里面渐渐的不知道自己到底应该做什么？我真的真的太需要一个拥抱也太需要一份目标了
0,0,0,0,0,0,0,0,0,0,1,0,讨厌这样的自己，又改变不了这样的自己。。是因为寂寞吗？
0,0,1,0,0,0,0,0,0,0,1,0,饭。今天外面一直在下雨，然后突然之间就停电了，我爸妈说她们觉得我有性格缺陷，他们无法理解，我会动不动就拉黑别人删除别人，我总是喜欢活在过去的事情里面，然后无法自拔，然后自我折磨。其实我也知道我所有的压力都来自于我自己，可是事实上，我连一点改变都做不了，我真的真的太讨厌现在的自己了
0,0,1,0,0,0,1,0,0,0,0,0,我是本科生中医专业，毕业很多年了现在想重新干本行工作结果医院只招研究生，今年我接受太多的打击了，我又是一个很要强不服输的人，我花了很多的时间才把自己从低落的情绪里拉出来，但是我现在真的没有自信了。其实我很羡慕你们研究生，因为比本科生有更大的竞争力，而本科生连报名的资格都没有。
0,0,0,0,0,0,0,0,0,1,0,0,我为什么还活着……我介个拖油瓶又一次度过了艰难的一天[加油]
0,0,0,0,0,0,0,0,0,0,1,0,啊试图自救来着，又觉得嗯我这种人吧死不足惜。。。慌。。。什么时候安乐死才能有啊
0,0,0,0,0,0,0,0,0,1,0,0,她们都是大白菜
0,0,0,0,0,0,0,0,0,1,0,0,可是我真的好懦弱
0,0,1,0,0,0,0,0,0,0,0,0,我每天光是走出房门下楼，就感觉好累噢，当我打起精神和人交流的时候内心想逃，好疲惫，好累
0,0,0,0,0,0,0,0,0,0,1,0,从初三到现在，我求救了好多次了，15年的时候，我拥有了你，拥有了光，可是我不好，把我的光推开了，对于你来说，这几年，其实很难受吧，最后还要在我身边，没办法和喜欢的人在一起
0,0,0,0,0,0,0,0,0,1,0,0,我真的太懦弱了
0,0,0,0,0,0,0,0,0,1,0,0,好讨厌一个人 讨厌到想打她 人生已经很痛苦了 为什么还要出现恶心的人呢
0,0,0,0,1,0,0,0,0,0,0,0,被所有人排挤的感觉太难受了
0,0,1,0,0,0,0,0,0,0,0,0,我2月份因为考研成绩不理想一度情绪崩溃到怀疑自己真得了抑郁症了，我曾经有过一次全世界都崩塌了经历，这次跟上次比其实差不多的奔溃，我加了几个抑郁症患者的群，然后看他们在群里的对话，我发现我跟他们不一样的时候心里突然好高兴好高兴，因为我没有患抑郁症，我只是偶尔抑郁，还是可以被治愈的。
0,0,0,0,0,0,0,0,0,1,0,0,我其实就是一个小垃圾，也是一个累赘。活着被爱即是牵挂也是束缚，如果我的爸爸妈妈没有把我带到这个世界多好，他们已经有了一个儿子呀，还要我做什么呢
0,0,0,0,0,0,0,0,0,1,0,0,一個人生了一天的悶氣，跟傻子一樣。還吃了好多亂七八糟的東西，也能撫平我心中的火氣。😔
0,0,0,0,0,0,0,0,0,1,0,0,我太贱了
0,0,0,0,0,0,0,0,0,0,1,0,我是错的
0,0,0,0,0,0,0,0,0,0,1,0,我的存在就是错的
0,0,0,0,0,0,0,0,1,0,0,0,我不配拥有好运气好心情
0,0,1,0,0,0,0,0,0,0,1,0,明明生活的也算幸福，但是总觉得人生无望呢，我要是从来没出现过在这个世上就好了，我总是搞砸一切。
0,0,0,0,0,0,0,0,0,1,0,0,我怎么这么懦弱啊
0,0,0,0,0,0,0,0,0,1,0,0,不会的
0,1,0,0,0,0,0,0,0,0,0,0,是啊，在外面朋友闺蜜同事领导周围的人就算是没有见过面的人对我的印象都是斯文秀气文文静静做事有分寸的一个女孩子从来不会得罪别人特别懂事成熟的人，在家里人和亲戚面前就不一样了，幼稚脾气暴躁不懂事不懂分寸不会做人不讲理没用没能力做什么都是错，真的腻了
0,0,0,0,0,1,0,0,0,0,0,0,活着对我来讲，就是折磨，也是对别人的折磨
0,0,0,0,0,0,0,0,1,0,0,0,为什么会得抑郁症 我知道 是我该死
0,1,0,0,0,1,0,0,0,1,0,0,我想会玩心机一定特别棒。 两个可怜兮兮的人在一起唠嗑。 身边的人没有一个可以相信的。 我是挺招人烦的。 我的坚持很快就会被一些不定因素打破。 如果哪天我因为小事离开了，肯定又要被说闲话了。
0,0,1,0,0,0,1,0,0,0,0,0,剪了个巨丑无比的刘海 然后伤心的哭了起来 可是又不是因为这破刘海哭 。
0,0,0,0,0,1,0,0,0,0,0,0,最糟糕的事情没有发生，不代表不会发生，最绝望的时刻没有来临，不代表不会来临，所能做的就是在等待中挣扎，直到我的丧钟鸣起。
1,0,0,0,0,0,0,0,0,0,0,0,没有继续的勇气，也没有放弃的勇气。活在黑白的边缘，真的好想解脱
0,0,1,0,0,0,0,0,0,0,0,0,我该对谁说我生病了，是心里有病的那种，不想见熟人，不想回消息，不想回电话，我不想这样的。我已经很努力在装作自己很乐观积极向上了，真的有很努力了，可是我还是会忍不住动那个念头，好难继续装作乐观积极，感觉自己快疯了
0,0,0,0,0,0,0,0,0,1,0,0,我怎么这么丑，我真的不配。我比别人丑，还没别人懂事，还比别人笨。我真的不配。
0,0,1,0,0,0,0,0,0,0,1,0,今天又特别苦闷，看着别人都积极向上的生活。自己每天颓废，想使力气，可又对一切都提不起兴致，我连我极度热爱的小说都看不进去了。一次一次努力失败，我现在开始嫌弃自己，越来越嫌弃。我舍不得我爸妈。我觉得我对不起他们。每天都又痛苦又苦恼。
0,0,1,0,0,0,0,0,0,0,0,0,你知道吗？我很羡慕你，我也很想离开这个世界。可是我怕爸爸妈妈没人照顾，也怕爸爸妈妈伤心，如果哈利波特里像艾玛沃特森那样念一段咒语就能把爸爸妈妈的记忆和所有有关孩子的东西删除那也太好了，我真的活不下去了，真想有一场车祸或者意外把我带走啊，我的爸爸妈妈一定要健康长寿啊。
1,0,0,0,0,0,0,0,0,0,0,0,身边还有父母 再一无所有 所谓的什么爱的人 算了吧 生存还是毁灭 自己别无选择
0,0,0,0,0,0,0,0,0,1,0,0,原来我这么招人烦啊，真令人难过😔
0,0,0,0,0,0,0,0,0,1,0,0,我这样子的人&nbsp;&nbsp;真差劲
0,0,0,0,0,0,0,0,1,0,0,0,警察也是讲你不要死在他们的地盘上 多麻烦 对阿我们这类的人本来就不应该存在吧
0,0,1,0,0,0,0,0,0,0,0,0,阿饭 我爸妈已经不要我了 我该怎么办 我没有退路了 你把我带走吧 我今天自杀又没死成
0,0,1,0,0,0,0,0,0,0,0,0,焦虑症疑病症真的要折磨死我了&nbsp;&nbsp;&nbsp;最近竟然在搜索烧炭自杀的信息&nbsp;&nbsp;&nbsp;&nbsp;知道这样是不对的&nbsp;&nbsp;可是控制不住自己&nbsp;&nbsp;&nbsp;不知道什么时候坚持不下去了
0,0,0,0,0,0,0,0,0,1,0,0,是个疯子，死了不痛，先下去给朋友们探探路
0,0,0,0,0,0,0,0,0,0,0,1,饭，好。我已经很久没感觉到我开心了，一直也不懂事，19岁了不读书，整天也在家里不工作，家里上上下下都给我灌输负能量，从小到大包括读书也没听到一句鼓励的话，造成了一个内向，怕事的我。我没有理想或者愿望，反正我觉得活着是好的，就算是当个乞丐也能体验一下这短暂的人生吧。
0,0,1,0,0,0,1,0,0,0,0,0,后天休息日要去加班&nbsp;&nbsp;好痛苦
0,0,0,0,0,0,0,0,0,1,0,0,人类真的很恶臭，
0,0,1,0,0,0,0,0,0,0,0,0,嗨，我来看看你，我今天特别累，明明昨天精力充沛，今天测试，皮脂上来一点，回家吃碳水了，哈哈哈，可是今天好累，没有一点点力气。我的眼泪不知道为什么就是止不住，我想我能坚持到什么时候。我怕我忍不住，我还有父母，我还不到时候呀。我不知道为什么我会是人，会有思维，太痛苦了
0,0,1,0,0,0,0,0,0,0,0,0,饭饭，我真的难过，莫名其妙的难过，想伤害自己，还不想让别人知道，想回家，又不想回家，我为什么是家里的希望啊，根本就是个笑话，真的
0,0,0,0,0,1,0,0,0,0,0,0,我看看，再糟还会糟成什么样，一起来吧
0,0,1,0,0,0,1,0,0,0,0,0,失去了工作能力 没办法和人交流&nbsp;&nbsp;能干什么工作呢
0,0,1,0,0,0,0,0,0,0,0,0,我也不想跟我妈发什么，但我太痛苦了，必须纠缠，要不然怎么活，我现在所学理论帮不了我了，我现在正在向外抓，心里空的很，没办法，求不来爱，要点纠缠总行吧，我没那么幸运
0,0,0,0,0,0,0,0,0,1,0,0,饭你好啊，我虽然没有去医院看看我是不是有抑郁症，但我讨厌我的懦弱，无能，好玩，内向，而且似乎已经没有办法彻底改变了。但我觉得好死不如赖活着，希望我一直坚持这个道理吧[嘻嘻][鼓掌]
0,0,0,1,0,0,0,0,0,0,0,0,昨天和喜欢的人在一起来了，开心了一整天，可今天早上醒了又开始哭，下午哭，一直都在哭，他跟我说，有不开心的事要跟他说，可是我真的说不出来，我很后悔，一年前的我对我不够善良
0,0,0,0,1,0,0,0,1,0,0,0,闹了这么一通，我在房间却听到我妈和弟弟妹妹很开心很开心的大笑。叫了我一天没起床她的态度称呼就开始变得烦躁埋怨。 碰到摆了一床的玩偶，我想如果我死了，它们该怎么办，衣服可以烧点，书可以送人，可是这些玩偶陪了我这么多年已经旧了过时了，如果我死了，它们应该会出现在垃圾堆吧。
0,1,0,0,0,1,0,0,0,0,0,0,每当生活和工作不顺心时，就想来看看你，那些心灵鸡汤说的什么坚持住，会越来越好的，全是狗屁！对我来说，能维持原状已经算是好的了，更多的是，你永远未知更坏的是什么，一山更比一山低，低处永远未算低
0,0,0,0,0,1,0,0,0,0,0,0,我觉得这个世界都不需要我了
0,0,1,0,0,0,1,0,0,0,0,0,很累，但是怕死，今天被我爸爸指着说谁叫你命不好，压力很大 ，现在连车都不敢开，总是怕自己会撞到别人，很久没遇到比较开心的事了。
0,0,0,0,0,0,0,0,0,1,0,0,我太脆弱了，脆弱到唯一的筹码也用不上。
0,0,0,0,0,1,0,0,0,0,0,0,也许死亡是我唯一能与命运对抗的筹码
0,0,0,0,0,0,0,0,1,0,0,0,活着不应该如此痛苦。
0,0,0,0,0,0,0,0,0,1,0,0,我是一个没有感情的机器 一无所有才不怕失去吧
0,0,0,0,0,0,1,0,0,0,0,0,今天又被班主任训了。。我真的好累 快要崩溃了
0,0,0,0,0,1,0,0,0,0,0,0,自己是个抑郁症病人，没人爱也不敢爱人，怕耽误别人
0,0,0,0,0,0,0,0,1,0,0,0,饭饭，很遗憾，现在才认识你，真的很羡慕你做了至少算是解脱的事。我好像得病了，又好像没有，一个极度否认自己的人，怎么配拥有自信呢，每天都活在别人的评价中，连自信，都是靠别人的肯定。[伤心][伤心][伤心]其实我在想，如果不是因为害怕爸爸妈妈奶奶以后没有依靠，我真的撑不了这么久[伤心]
0,0,0,0,0,0,0,0,0,1,0,0,我活着果然是个累赘
0,0,1,0,0,0,0,0,0,0,0,0,饭呀！我好无奈。毕业了不想去北京，不喜欢去我姑姑家。我跟爸妈关系不好。那是我后妈我不太喜欢她。她对我好，可终究不是我亲妈。还是有距离感呀！我很迷茫。我奶奶年纪也大了。再等个5年10年。我奶奶走了我就没有家了啊这世上就剩我自己了
0,0,1,0,0,0,0,0,0,0,0,0,我好想死，我该怎么办，我觉得好难，我的人生充满了黑暗，我看不到光。生而为人，十分抱歉。如有来世我不希望做人。
0,0,0,0,0,1,0,0,0,0,0,0,饭饭你知道吗我快撑不下去了 我想来见你了 真的没有人站在我这里 我其实也很脆弱啊 饭饭你告诉我天堂怎么去不会痛好吗
0,0,1,0,0,0,1,0,0,0,0,0,我以为我可以坦然的取消对你的关注，可我还是做不到啊。走饭你在那边过得怎么样？是不是特别轻松啊。我好羡慕你啊，可我的胆子太小了，我没有勇气一走了之。我多么希望我没长耳朵，这样我就听不见我妈的话了，我也不会对这个世界这么失望了，我想来找你，你一定要等我哦！
0,0,1,0,0,0,0,0,0,1,0,0,有些女生真令人恶心，为了个男的去欺凌其他女孩子，还拍视频，是不是应该感谢她们为报警提供了证据，具体事宜我还要和她商量，可我觉得她应该不会报警，因为后续的报复，我！咬牙切齿！这个社会真的是糟糕透了
0,0,0,0,0,1,0,0,0,0,0,0,漫无目的的日子，是生活对我失望了吧
0,0,0,0,0,0,0,0,0,0,1,0,路都是自己走的&nbsp;&nbsp;当你做每一种选择的时候必然要面对每一种可能&nbsp;&nbsp;讨厌失控的自己&nbsp;&nbsp;&nbsp;我讨厌我自己&nbsp;&nbsp;讨厌这个比昨天更喜欢你的我
0,0,0,0,0,0,0,0,0,1,0,0,(真奇怪 总想路过一个在哭的女孩子 总想抱住她 可能我太沙雕了所以从来不敢多哭 可如果你哭 我一定会抱住你啊
0,0,1,0,0,1,0,0,0,0,0,0,很压抑，很无助，最近发现好像确实是得了抑郁症，工作生活都受到了影响，抑郁症也许真正折磨人的地方就是没人会理解，在别人眼里永远是可笑的矫情，活着很难，很难！
0,1,0,0,0,1,0,0,0,0,0,0,没人愿意和抑郁症患者谈恋爱吧&nbsp;&nbsp;都会被讨厌的
0,0,0,0,0,0,0,0,0,0,1,0,只是真的对不起一些人吧 但是我已经足够对不起自己了
0,0,1,0,0,0,0,0,0,0,0,0,怎么度过接下来的日子，我很害怕。很讨厌现在的一切，想消失，讨厌学校，讨厌各种考试面试。
0,0,0,0,0,0,0,0,0,1,0,0,我伪装成骗子，人们就说我是个骗子。我充阔，人人以为我是阔佬。我故作冷淡，人人说我是个无情的家伙。然而，当我真的痛苦万分，不由得呻吟时，人人却认为我在无病呻吟
0,0,1,0,0,0,0,0,0,0,0,0,昨天和她们骑自行车，难得出去，可是不开心，缺了什么，好像世界与我无关，边缘人……醒来不开心…… 好累，不想再出去了，不想出去拍照在朋友圈刷存在感……
0,0,0,0,0,1,0,0,0,0,0,0,突然好丧，因为生病，每天吃的药钱就够吃一顿饭，时不时的还要做个检查，如果没有我是不是就不会有那么多负担，他们的生活一定会过得更好的。
0,0,1,0,0,0,0,0,0,0,0,0,饭，我和他约了晚饭，在我们领结婚证那天庆祝的餐厅。整整一个月了，信终于写完了，我可以走啦……饭，我能见见你么，你愿意的话凌晨的时候在路口等等我好么，我想抱着你哭一哭。你那里真的没有痛苦对么，不管有没有，这里的，我负担不起了……
0,0,0,0,1,0,0,0,0,0,0,0,我的同事可能会觉得我阴郁吧，看起来奇奇怪怪的样子
0,0,0,0,0,0,0,0,0,1,0,0,大夫开的药让我感觉脑子好陌生哦 但是吃了药就可以function啦 像小机器人
0,0,0,0,0,0,0,0,0,0,1,0,我听见心里怨毒的说，都怪你还不都是你！ 我听见嘴上温和的说，没事，谢谢
0,0,0,0,0,1,0,0,0,0,0,0,没有人喜欢我。没有人在意我的心情。是不是我彻底消失了，大家才回像以前那样关注我？
0,0,1,0,0,0,0,0,0,0,0,0,知道吗我刚刚和心理医生打完电话她要我做了一套试题 我做完了发给她看结果了医生建议我去大医院看看我可能需要吃药[微笑]我知道我脑子里面那些想法是不好的 但是我还是忍不住想 [泪]我感觉我很累 很压抑 真的我要撑住 嗯 我可以的嗯加油
0,0,0,0,0,0,0,0,0,1,0,0,如果我是抑郁症，那我觉得我还有救，可怕的是，如果我不是抑郁症，那我觉得我这个人真的彻底废了，我不敢去医院，我怕医生说，你一切正常。
0,0,1,0,0,0,0,0,0,0,0,0,我只想死掉不想再感受了我覺得好黑.
0,0,0,0,0,0,1,0,0,0,0,0,分手了我们 我知道是小事 以后回头来看一定是小的不能再小的事 但我现在好难受呀
0,0,0,0,0,0,0,0,0,1,1,0,明天太阳依旧会升起&nbsp;&nbsp;&nbsp;卑微和渺小在所有面前都微不足道&nbsp;&nbsp;&nbsp;方法方式不对&nbsp;&nbsp;错的终究是我
0,0,0,0,0,1,0,0,0,0,0,0,被全世界抛弃了，爱情没了友情也没了一无所有
0,0,0,0,0,0,0,0,1,0,0,0,我有罪我该死
0,0,0,0,0,0,0,0,0,1,0,0,告诉我什么时候到头告诉我可以允许自己软弱我就是这么痛苦再洗脑也没用
0,0,0,0,0,1,0,0,0,0,0,0,走饭，我难过的时候就会来你这里看看。越来越多的觉得没有人能理解我的痛苦。也没有人真正的感同身受，他们或许还会觉得我小题大做，觉得我不够坚强，不够有责任感，才会冒出想要一了百了的念头。我现在觉得活着是多么的艰难啊，我无法控制自己不去难过悲伤。无法控制自己的消极忐忑。
0,0,0,0,0,0,0,0,0,0,1,0,我开始变成自己最讨厌的那种人了，开始会揣着恶意来想别人，开始变的虚伪，开始迎合着别人，开始委屈自己了……
0,0,0,0,0,0,0,0,0,0,1,0,自我厌恶到了极致，恶心，恶心恶心。怎么这么恶心。从不堪变成恶心。
0,0,1,0,0,0,0,0,0,0,0,0,不敢去医院开药，快疯了。每天对自己说“滚”，每天装得像个正常了。一个人好累。
0,0,0,0,1,0,0,0,0,0,0,0,好讨厌我们班主任啊，我不就是不爱说话吗，你凭什么针对我啊，你凭什么捧高踩低啊，你凭什么问都不问我就给我下定义还背后说我坏话啊，你配当老师吗，妈的
0,0,1,0,0,0,0,0,0,0,0,0,我有时也知道我侵犯了我们家人的界限，但是在那一瞬间，我是控制不了的，我的内心，充实着阴暗的想法，暴躁愤怒，他们那么高兴，我感觉是对我的一种刺激侮辱，心里充实着十万个，凭什么？唉，要哪一天才能好？
0,0,1,0,0,0,1,0,0,1,0,0,感觉自己好没用，把身份证掉了，去补的路上受不了自己，边走边哭。我感觉快要坚持不下去了，我这种人为什么还要活着 点点事情都做不好
